,10,15,20,25,30,40,50,60,70,75,80,85,90
Dec-16,-2.0647642062895297,-2.020733752005952,-1.8371631875710386,-1.3243312729433572,-1.201781460907839,-0.9921729257053957,-0.8184797615008249,-0.1671857874865186,1.2242578001670208,1.6807951282003284,1.9601086399395755,2.483826369273298,2.7646120734500568
Sep-16,-2.13750439718377,-1.8416000642165267,-1.734983652837131,-1.4241729330543689,-1.2631763919847572,-0.8026302788552303,-0.6084697291165889,-0.05335451372830878,0.8371254161563618,2.044221303049325,2.864673797411276,3.2905191226628308,3.7456760673365697
Jun-16,-2.3267313050553833,-1.997727872460508,-1.4880034335614027,-1.280287442061221,-1.1393714578926133,-0.9726057736802597,-0.22736270401471148,0.15757729734468878,1.3601250712468893,2.2534464443529107,2.439551576146138,3.1351787680099013,3.7039627506119244
Mar-16,-2.7367638739844806,-2.563325753817256,-2.1626723331599544,-1.6978936731783807,-1.5344727564209282,-0.909508138459982,-0.03294804113354951,0.5477967229291741,1.8475081029475586,2.075276391753333,2.737457189186733,3.3599954974204764,3.668676732460643
Dec-15,-2.407410382779841,-2.209013784008282,-1.7412153647874926,-1.3162332618110808,-1.2265439654213184,-0.6986498939754524,-0.08594089470893185,0.2348825083831415,1.6887582393684426,2.1213410690776375,2.4536076830151385,3.064408370610132,3.5909248762260675
Sep-15,-2.4538961414297327,-2.319175923040255,-2.113623195178753,-1.6906285763890785,-0.9649259395584407,-0.5143875466667001,0.10097345088768164,1.2411614364519359,2.4354861915036183,2.818201537094594,3.056766409996311,3.2789565558794687,3.4970177006288554
Jun-15,-2.388698485176027,-2.2477048022577346,-2.142305527977336,-1.4824548493655971,-0.8047865769024674,-0.36366964727063644,0.1957073993916007,1.04250570013449,2.3784435006963345,2.727503562397204,2.855185530639595,3.007170135882533,3.1753292637700543
Mar-15,-2.2543077200829558,-2.085497109400548,-1.7252605674840478,-1.2626796826110336,-1.10066645931887,-0.38535708386304773,0.711269287418185,1.3331418731711104,2.5317191500730334,2.7232606099819314,2.9914479932036935,3.2906527792256193,3.523180142048667
Dec-14,-2.3936126808671516,-2.1250061922306656,-1.642479570879452,-1.2881144063951449,-0.9215803133207675,-0.17678228032077387,0.36178582237653817,1.1437508941196484,2.121847582309221,2.306471524384432,2.7982296257062247,3.2189650942061965,3.6728928147560596
Sep-14,-2.4154452775485145,-1.9643196646249939,-1.0444961454967097,-0.6567610368834829,-0.23074086456386717,0.2931970223929382,1.487575035981417,1.9994687134414018,2.5673659906752,2.860136842127589,3.143778004000302,3.4994408807658623,3.6246971352575366
Jun-14,-2.2121267642158955,-1.6431309439810144,-0.9433196584425969,-0.730688352163915,-0.2683092298660263,0.45972805456216503,0.781324704630388,1.26800384533716,2.1781693466806207,2.4656911682057525,2.6745975586369,3.243723157116036,3.326970611631364
Mar-14,-2.12322943433933,-1.7660826308035897,-0.5890360812179379,-0.1652254761972556,0.008306559390833527,0.290695859219543,0.7691356823530326,1.6853459587173054,1.8797324202789847,2.1099526013494945,2.891862490825991,3.0817720072867107,3.5030656232815853
Dec-13,-1.7674994538488784,-1.1047765995033183,-0.7445103732721126,-0.5921505194327157,-0.4272679452035194,-0.010731930237412469,0.4852003964611915,1.6586203034426432,2.5602382686942278,2.827972573881964,3.04844380441794,3.5684490696006774,3.7031813834548615
Sep-13,-1.696337697912572,-1.431705882687616,-1.2410877887823222,-0.9256570867538335,-0.49892905363892387,0.28372556904123464,1.1187851918850082,2.317364559968904,2.7673650115010022,2.998610022062398,3.199413086937426,3.407281022430753,3.601298877132243
Jun-13,-1.8745547511876124,-1.5129898325409572,-1.4695040705967877,-0.8361119760426237,-0.39815970571619547,0.0978958519681342,0.9031333320460879,1.5027255725541775,2.5380054595297246,2.8477123488874407,2.9256294292224565,3.098793601418871,3.575180533559816
Mar-13,-1.8898439150332464,-1.6364401652974032,-1.136121127772753,-0.635108221347829,-0.2987682812443271,0.16498864796738055,0.8698857180392432,1.852448385790601,2.4293440986397012,2.88032717150208,3.25135412634004,3.743022852846162,4.010213410716369
Dec-12,-1.5755378345886455,-1.3271316427391124,-1.1937111907605866,-0.7158968089952773,-0.5750787832761375,-0.06638201140696158,0.6801233406995484,1.884019354830883,2.3888682997394093,2.5154924337875135,2.896707302316611,3.226746852652914,3.724088029688539
Sep-12,-1.631972948243262,-1.5490860321807203,-1.3530486625557887,-0.8310273031032642,-0.5197835855869776,0.6262963081390568,1.234669788020971,1.9032021715031195,2.591279342857246,2.918480972603895,3.020996959290067,3.4741065468853143,3.673166395984391
Jun-12,-1.956705241222564,-1.7876760720196152,-1.6714105682855886,-1.5149392992291073,-1.0430858741503761,0.0722410610355465,0.27600849914754877,1.8569846791150475,2.193140286012211,2.5961798705079104,3.09215544709438,3.4278613362395034,3.6899629520419457
