,10,15,20,25,30,40,50,60,70,75,80,85,90
Jun-19,-1.6470281368290185,-1.4859063363744243,-1.187562936193542,-0.9039388706838638,-0.663260034714721,-0.1721773769595802,0.40881894956582565,1.1502212523449145,1.962944487244034,2.124066364140081,2.710789467751969,3.02495869828546,3.375168517756591
Mar-19,-1.8023839707034708,-1.5014572218527842,-1.1476155821419676,-0.9154275384280093,-0.6291882555262723,-0.25070413897202987,0.5035645656647647,1.2519668017044598,1.7626868839561305,2.222127961409071,2.578809506607644,2.891542323165674,3.3429380261399064
Dec-18,-1.9632095785833776,-1.7219617084743073,-1.0657327224261557,-0.9157277979071183,-0.6978969069058437,-0.07989402600696603,0.6636012244555572,1.0339143097530032,2.0353908649503603,2.1851989266294654,2.7839508732505283,3.2634352504701027,3.4831494642478704
Sep-18,-2.325862212767476,-1.7544334048397974,-1.467929812312368,-1.2332611746824456,-1.0869614184551772,-0.3655284452595014,0.04300551021286932,1.2281549193037724,2.336853710337354,2.537106517234725,2.65073424283731,3.0301836347390587,3.3712007448053747
Jun-18,-1.994091755660498,-1.7682035692409879,-1.6105197547200738,-1.409094266054654,-1.1007205570152456,-0.7799953127032634,-0.06771110849432056,1.0638522401427395,1.8346795790624513,2.2136619126370327,2.448162028006598,2.6990194052345413,3.5594551379170527
Mar-18,-2.361339629651691,-1.9585332702746805,-1.8332898557816275,-1.5861409192385536,-1.4587868431015671,-0.8134180746894055,-0.5148593776606365,0.7302489732451269,1.436764207672567,2.0494540977044355,2.33071899277904,2.4204187094752867,2.9190188152696654
Dec-17,-2.1793062006779533,-2.0274539193510837,-1.7007922756991323,-1.3218240282562541,-1.2825886928318417,-0.640597866788533,-0.22274900311805285,0.4176152407098556,0.8376337980971389,1.5319382276837248,2.2128436503308793,3.0988354450905855,3.236837711705064
Sep-17,-2.2672532417971323,-1.988198530716058,-1.8075462208834825,-1.6455191664406377,-1.4157055977465107,-0.7926503637681904,-0.163297377865651,0.874545132520782,1.8413142689914235,2.540546855083653,2.9166001385427878,3.3563237769396004,3.506224744795416
Jun-17,-2.301940424798919,-1.900736385584444,-1.7441211850558378,-1.6520862241239542,-1.4384766256465011,-1.3821955786949014,-0.905693659393475,-0.23945052292457833,0.5196508193681626,1.5396727870621842,2.3452488566242344,2.6197878847129523,3.332408426268301
Mar-17,-2.1589706526920374,-2.002431366814593,-1.941742213861823,-1.830473828320109,-1.6401372171448907,-1.3509700179795745,-0.7391555016232323,0.26893617789981705,0.9658107673643581,1.8565537345764063,2.1636770020528893,2.4103871048745438,3.0524503619560117
